No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat,Long
31,11/13/2023,กรุงเทพกรีฑา 20,กรุงเทพกรีฑา,1365,533,12,0,25,9,4034,2434,49,0,123,25,850,463,15,0,21,3,9961,13.74150927,100.6825523
32,11/14/2023,ปากซอยเสรีไทย 23,เสรีไทย,4770,1587,62,23,15,5,13925,5682,293,119,532,24,3322,1145,65,20,19,7,31615,13.77710903,100.6623063
33,11/14/2023,หมู่บ้านสหกรณ์,ทางเข้าหมู่บ้านสหกรณ์,561,202,0,0,7,1,1163,443,0,0,17,1,426,149,0,0,4,0,2974,13.78587214,100.6755823
34,11/14/2023,หมู่บ้านสหกรณ์,เสรีไทย,5201,1755,82,33,63,3,15786,7234,407,108,579,8,4527,1781,125,28,54,3,37777,13.78587214,100.6755823
35,11/15/2023,ลาดพร้าว - มหาดไทย ,มหาดไทย,334,79,0,0,0,0,1622,448,0,0,75,0,279,63,0,0,2,0,2902,13.77775508,100.6242245
36,11/15/2023,ลาดพร้าว - มหาดไทย ,ลาดพร้าว,3285,992,288,3,54,8,14416,5810,830,5,378,21,3146,1015,175,0,35,7,30468,13.77775508,100.6242245
37,11/15/2023,รามคำแหง - มหาดไทย,รามคำแหง 65,1574,530,0,0,3,37,6066,2045,0,0,22,141,1625,606,0,0,3,38,12690,13.76035324,100.6244883
38,11/15/2023,รามคำแหง - มหาดไทย,รามคำแหง,4962,1058,135,22,72,58,16804,5053,676,55,299,117,4476,1307,163,22,31,42,35352,13.76035324,100.6244883
39,11/16/2023,ศูนย์วิจัย - เพชรบุรี,ศูนย์วิจัย,478,206,5,0,12,2,1620,700,11,0,21,8,352,155,0,0,1,0,3571,13.74478365,100.5847263
40,11/16/2023,ศูนย์วิจัย - เพชรบุรี,เพชรบุรี,4184,1233,168,5,47,26,17387,6669,564,4,468,149,6083,1572,90,3,44,10,38706,13.74478365,100.5847263
41,11/17/2023,ใต้ด่วนสุรวงศ์,เลียบใต้ทางด่วนศรีรัช,1751,417,6,0,16,9,6910,2102,34,0,70,48,1421,438,11,0,15,12,13260,13.725563,100.5173654
42,11/17/2023,ใต้ด่วนสุรวงศ์,ถนนสุรวงศ์,1879,399,79,16,19,78,7739,2241,244,106,115,611,2288,1041,101,42,65,190,17253,13.725563,100.5173654
43,11/17/2023,สุรวงศ์,เจริญกรุง,2088,331,23,28,9,85,5485,1754,136,107,125,323,1467,460,40,25,24,31,12541,13.72541408,100.5162408
44,11/17/2023,สุรวงศ์,สุรวงศ์,1871,542,54,13,5,73,6512,1872,281,106,175,491,1398,385,106,42,24,231,14181,13.72541408,100.5162408
45,11/20/2023,ด่วนสาธุ,สาธุประดิษฐ์,3168,685,14,0,20,20,9043,3347,62,0,112,56,2844,1206,18,0,12,14,20621,13.695257,100.532998
46,11/20/2023,ด่วนสาธุ,รัชดาภิเษก,9301,2169,106,6,48,28,32089,10161,546,26,1022,177,8921,2695,152,6,140,31,67624,13.695257,100.532998
47,11/21/2023,คลองเตย,สุนทรโกษา,1518,379,29,9,12,12,3803,1440,151,34,37,41,726,150,48,9,9,10,8417,13.72086813,100.5575753
48,11/21/2023,คลองเตย,พระรามที่ 4,3708,1154,99,7,111,101,18642,7042,417,28,388,361,4354,1461,63,3,32,99,38070,13.72086813,100.5575753
49,11/22/2023,จปร.,ถนนราชดำเนินนอก,2753,868.4,38,1,30,35,11279,4013,167,0,234,136,4683,1061,37,0,24,12,25371.4,13.759962,100.507669
50,11/22/2023,จปร.,ถนนวิสุทธิกษัตริย์,3032,639,6,0,12,12,7353,2860,48,1,95,60,1201,557,5,0,10,5,15896,13.759962,100.507669
51,11/22/2023,จปร.,ถนนจักรพรรดิพงษ์,1302,314,1,0,5,11,4139,2132,2,0,33,41,1379,327,0,0,4,13,9703,13.759962,100.507669
52,11/23/2023,ราชวิถี,พระรามที่ 5,3517,649,17,0,31,23,9201,3031,49,2,206,172,2486,553,13,0,15,30,19995,13.773841,100.519036
53,11/23/2023,ราชวิถี,ราชวิถี,1246,376,77,0,12,3,4809,2039,297,1,159,19,1351,654,88,0,12,6,11149,13.773841,100.519036
54,11/24/2023,รัชดา - สุทธิสาร,รัชดาภิเษก,10259,2386,143,0,94,32,31124,10345,659,5,871,150,8939,2642,134,0,64,18,67865,13.7898728,100.5741353
55,11/24/2023,รัชดา - สุทธิสาร,สุทธิสารวินิจฉัย,1893,418,0,0,7,13,6892,2421,2,0,96,76,1643,628,0,0,13,28,14130,13.7898728,100.5741353
56,11/27/2023,สุโขทัย,พระรามที่ 5,2897,593,20,1,17,36,7264,2078,78,0,89,114,2726,431,15,0,17,45,16421,13.776606,100.520704
57,11/27/2023,สุโขทัย,สุโขทัย,2480,429,48,15,16,24,7779,2169,146,69,109,95,2018,604,65,20,14,7,16107,13.776606,100.520704
58,11/28/2023,อังรีดูนังต์,สุรวงศ์,1204,181,6,0,6,9,3944,915,33,0,31,60,1053,140,8,0,3,14,7607,13.730903,100.533651
59,11/28/2023,อังรีดูนังต์,อังรีดูนังต์,2218,511,6,3,5,29,7493,2437,36,10,49,154,1804,615,4,2,4,19,15399,13.730903,100.533651
60,11/28/2023,อังรีดูนังต์,พระรามที่ 4,7007,1498,128,3,68,82,24328,5757,616,10,326,364,5334,1223,135,5,43,64,46991,13.730903,100.533651
61,11/29/2023,บางรัก,เจริญกรุง,2441,518,81,35,17,82,5938,1845,315,158,99,456,1665,384,80,36,5,105,14260,13.722242,100.516645
62,11/29/2023,บางรัก,เจริญกรุง 42,78,33,0,0,0,5,74,27,0,0,0,23,12,7,0,0,0,7,266,13.722242,100.516645
63,11/29/2023,บางรัก,สีลม,1111,255,29,6,7,13,4405,1204,132,16,63,152,996,249,25,8,3,35,8709,13.722242,100.516645
64,11/30/2023,เกษะโกมล,พระรามที่ 5,3106,824,28,2,13,25,9471,2889,108,0,140,94,2403,637,31,0,26,25,19822,13.783405,100.524399
65,11/30/2023,เกษะโกมล,อำนวยสงคราม,915,146,15,0,12,6,2246,634,48,0,56,51,482,198,12,0,6,5,4832,13.783405,100.524399
66,11/30/2023,เกษะโกมล,เศรษฐศิริ,967,126,2,0,5,7,2037,545,14,4,32,14,536,136,2,0,5,3,4435,13.783405,100.524399
1,10/2/2023,ค.ป.อ.,พหลโยธิน,4391,1596,177,16,51,4,16750,6848,619,53,892,26,4279,1784,148,12,107,6,37759,13.9235385,100.6250562
2,10/2/2023,ค.ป.อ.,ธูปเตมีย์,1638,442,3,0,2,1,4841,1151,5,0,15,1,1058,242,0,0,2,0,9401,13.9235385,100.6250562
3,10/2/2023,ค.ป.อ.,จันทรุเบกษา,3002,640,6,3,9,1,7526,2685,18,9,129,5,1907,775,5,1,12,1,16734,13.9235385,100.6250562
4,10/3/2023,ฤทธิยะวรรณาลัย,พหลโยธิน,2911,1043,178,4,11,7,10809,4737,546,19,67,17,2711,1144,141,4,13,6,24368,13.915667,100.620442
5,10/3/2023,ฤทธิยะวรรณาลัย,ทางเข้าออกอากาศโยธิน,433,137,0,0,0,0,1044,335,0,0,1,0,201,60,0,0,1,0,2212,13.915667,100.620442
6,10/3/2023,ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง 5,744,181,0,0,0,0,2059,425,0,0,3,0,829,221,0,0,0,0,4462,13.915667,100.620442
7,10/4/2023,ประเสริฐมนูกิจ 29,มัยลาภ,59,24,0,0,0,0,371,93,0,0,3,0,141,45,0,0,0,0,736,13.8320385,100.6132028
8,10/4/2023,ประเสริฐมนูกิจ 29,ประเสริฐมนูกิจ 29,643,271,1,0,8,0,2325,1082,17,0,49,0,652,243,2,0,5,0,5298,13.8320385,100.6132028
9,10/4/2023,ประเสริฐมนูกิจ 29,ประเสริฐมนูกิจ,8740,2395,39,0,95,3,29923,11599,181,0,1488,8,7205,2527,49,0,169,4,64425,13.8320385,100.6132028
10,10/5/2023,ปากซอยประชาชื่น 37,ประชาชื่น,2095,517,15,0,13,9,10147,3284,101,1,138,63,2398,787,24,0,19,13,19624,13.84083609,100.5414099
11,10/5/2023,หน้าโรงเรียนอนุบาลแสงโสม,ประชาชื่น,3669,691,45,0,41,5,14415,3713,201,1,258,13,3236,847,43,0,30,3,27211,13.83580765,100.5402359
12,10/5/2023,หน้าตลาดบองมาเช่,เทศบาลสงเคราะห์,2521,509,5,0,74,2,10133,2704,32,0,282,31,2606,958,9,0,34,16,19916,13.83970998,100.5507624
13,10/6/2023,ปากซอยประชาชื่น 29,ประชาชื่น,2558,717,57,0,6,5,8980,3285,200,1,183,35,2625,921,56,0,29,8,19666,13.82731749,100.5382213
14,10/6/2023,หน้าอาคารสุขประพฤติ,ประชาชื่น,3037,506,51,0,8,17,10630,2852,120,0,48,128,2702,570,27,0,10,26,20732,13.81471602,100.5352925
15,10/6/2023,หน้าคอนโด เมโทร สกาย,ประชาชื่น,3110,560,47,0,30,12,9972,3049.7,161,0,291,58,2492,737,49,0,17,21,20606.7,13.82221063,100.5370607
16,10/9/2023,ผ่านฟ้าลีลาศ,บริพัตร,5,6,0,0,1,3,82,29,0,0,5,16,11,8,0,0,1,6,173,13.756331,100.505903
17,10/9/2023,ผ่านฟ้าลีลาศ,ราชดำเนินกลาง,4575,839,92,1,25,38,14766,3671,448,0,117,271,3729,892,119,0,5,87,29675,13.756331,100.505903
18,10/9/2023,ผ่านฟ้าลีลาศ,ปรินายก,18,4,0,0,0,3,59,15,0,0,0,6,17,3,0,0,0,0,125,13.756331,100.505903
19,10/9/2023,ผ่านฟ้าลีลาศ,ราชดำเนินนอก,331,64,27,0,4,13,1656,396,139,0,36,56,322,62,36,0,0,9,3151,13.756331,100.505903
20,10/9/2023,ผ่านฟ้าลีลาศ,นครสวรรค์,14,5,0,0,0,0,207,91,0,0,22,33,57,38,0,0,3,1,471,13.756331,100.505903
21,10/9/2023,ผ่านฟ้าลีลาศ,หลานหลวง,1232,384,109,2,20,53,5996,2070,455,3,171,311,1605,546,71,2,26,79,13135,13.756331,100.505903
22,10/7/2023,      ใต้ทางด่วนศรีรัช          (ใกล้ซอยประชาชื่น 30),ประชาชื่น,6588,988,43,1,29,8,20598,4702,209,0,198,38,3865,792,46,0,18,6,38129,13.83304426,100.5395812
23,10/7/2023,ปากซอยวงศ์สว่าง 29,วงศ์สว่าง,1594,477,127,0,26,10,6137,1772,488,3,144,48,1676,338,96,1,15,9,12961,13.82726808,100.5272148
24,10/7/2023,หน้าศูนย์มาสด้าพระราม 7,พิบูลสงคราม,6249,1101,91,0,82,20,20992,6548,362,2,498,47,4691,1280,128,1,20,2,42114,13.81944811,100.5115023
25,10/11/2023,หน้าบริษัท คริสเตียนีและนีลเส็น,ลาซาล,2370,1141,1,0,12,0,9355,4404,0,0,262,7,2414,1001,0,0,20,2,20989,13.66048017,100.626215
26,10/11/2023,ลาซาล - แบริ่งลาซาล,ลาซาล,905,469,0,0,22,1,3784,1922,0,0,139,2,909,440,0,0,17,0,8610,13.66075106,100.6249357
27,10/11/2023,ลาซาล - แบริ่งลาซาล,แบริ่งลาซาล,1919,652,1,2,22,2,7722,2907,1,10,157,8,2072,891,2,1,9,0,16378,13.66075106,100.6249357
28,10/12/2023,หน้าโรงเรียนกุลวรรณ,ประชาราษฎร์สาย 1,4654,913,67,0,47,27,15501,5345,189,3,208,85,3098,1041,52,1,21,28,31280,13.81123666,100.5218133
29,10/12/2023,หน้าคอนโด เดอะทรี อินเตอร์เชน,ประชาราษฎร์สาย 2,2407,363,32,0,15,17,8941,1943,135,0,77,112,1797,369,36,0,11,46,16301,13.80635767,100.5251442
30,10/12/2023,หน้าคอนโด ชีวาทัย เรสซิเดนซ์,ประชาราษฎร์สาย 2,2350,312,28,0,5,35,9234,1960,159,0,56,139,1917,400,40,0,14,48,16697,13.80633127,100.5223743
31,10/16/2023,หน้าตลาดพิบูลย์วิทย์,กำนันแม้น,1779,507,10,0,18,21,5727,3208,31,0,120,62,1455,944,8,1,8,15,13914,13.68701162,100.4441098
32,10/16/2023,หน้าตลาดพิบูลย์วิทย์,กำนันแม้น 8,72,23,0,0,0,0,152,84,0,0,1,4,46,27,0,0,1,0,410,13.68701162,100.4441098
33,10/17/2023,หน้า ธ.กรุงเทพ สาขาเตาปูน,ประชาราษฎร์สาย 2,3796,535,82,0,12,66,11161,2913,353,2,170,360,2888,706,109,0,17,153,23323,13.8059251,100.5325315
34,10/17/2023,หน้าโรงรับจำนำบางซื่อ,ประชาราษฎร์สาย 2,5579,768,97,0,42,99,17107,4904,383,1,294,496,5942,1712,96,0,17,134,37671,13.80550754,100.5337258
35,10/17/2023,ปากซอยกรุงเทพ - นนทบุรี 20,กรุงเทพ - นนทบุรี ,2885,441,68,0,11,42,8478,2843,299,0,113,260,2275,746,67,0,12,64,18604,13.81307097,100.5316927
36,10/17/2023,หน้าตลาดยิปซี,กรุงเทพ - นนทบุรี,2405,488,67,0,24,79,9424,2579,258,0,97,186,1949,607,40,0,9,12,18224,13.82227699,100.5326292
37,10/18/2023,สาธุ - จันทน์,จันทน์,1070,431,33,0,10,23,3649,1363.3,113,0,90,85,815,280,19,0,27,18,8026.3,13.70588472,100.528701
38,10/18/2023,สาธุ - จันทน์,สาธุประดิษฐ์,1757,496,18,0,33,72,6814,2601,85,0,202,172,1548,572,22,0,39,37,14468,13.70588472,100.528701
39,10/18/2023,ปากซอยนราธิวาส 28,นราธิวาสราชนครินทร์,2368,703,60,1,10,13,9395,3356,328,0,189,87,2531,804,61,0,13,25,19944,13.69741522,100.5439124
40,10/19/2023,วิสุทธิกษัตริย์,ประชาธิปไตย,1153,271,81,29,14,61,3758,1475,351,115,120,475,662,284,72,31,17,114,9083,13.76244304,100.5043261
41,10/19/2023,วิสุทธิกษัตริย์,วิสุทธิกษัตริย์,5519,1021,14,0,17,19,15391,5729,53,0,276,277,3500,1172,12,0,40,68,33108,13.76244304,100.5043261
42,10/20/2023,สะพานดำ,พระรามที่ 6,2895,518,19,3,24,44,13444,3106,102,12,201,155,3087,861,29,3,20,22,24545,13.79700608,100.5383852
43,10/20/2023,สะพานดำ,กำแพงเพชร 5,1,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,9,13.79700608,100.5383852
44,10/20/2023,สะพานดำ,กำแพงเพชร,1738,332,3,0,24,15,4778,1609,21,0,179,87,1049,251,6,0,9,17,10118,13.79700608,100.5383852
45,10/24/2023,ปากซอยประดิษฐ์มนูธรรม 15,ประดิษฐ์มนูธรรม,6975,1932,18,4,140,7,34633,12298,74,18,1276,51,8500,3299,19,5,207,18,69474,13.80333356,100.6161615
46,10/24/2023,ทางเข้าถนนสุคนธสวัสดิ์,ประดิษฐ์มนูธรรม,7971,2292,97,0,199,3,26584,9176,379,5,1295,11,6696,2271,95,0,162,1,57237,13.83550996,100.6317184
47,10/25/2023,หน้าโรงแรมโฟร์วิงส์,ศรีนครินทร์,3890,1495,93,0,106,10,13418,7013,331,2,430,25,2667,1672,50,0,41,3,31246,13.7542325,100.6459176
48,10/25/2023,สามแยกบางกะปิ,ศรีนครินทร์,948,460,118,6,58,34,4273,2162,374,29,204,73,1056,458,90,5,8,20,10376,13.766064,100.645356
49,10/25/2023,สามแยกบางกะปิ,ลาดพร้าว,2743,753,279,49,25,66,9810,3708,878,74,188,134,2343,959,210,24,23,42,22308,13.766064,100.645356
50,10/26/2023,บรมราชชนนี,จรัญสนิทวงศ์,7209,1524,117,7,48,127,24815,6948,461,14,311,379,6379,1579,102,2,38,115,50175,13.773314,100.481908
51,10/26/2023,บรมราชชนนี,บรมราชชนนี,10818,2809,297,24,114,131,40109,9798,1141,38,487,488,11565,2774,256,1,31,134,81015,13.773314,100.481908
52,10/30/2023,หน้าโลตัสเลียบคลองสอง,เลียบคลองสอง,4339,1419,7,0,85,3,13971,5447,33,1,276,13,3510,1183,9,0,15,4,30315,13.85978263,100.6995012
53,10/30/2023,ปากซอยเลียบคลองสอง 28,เลียบคลองสอง,3327,1340,8,0,32,2,11745,5368,24,2,462,22,2941,1253,10,0,36,3,26575,13.86132843,100.7169544
54,10/30/2023,ปากซอยจรัญสนิทวงศ์ 29,จรัญสนิทวงศ์,5958,1257,107,6,37,185,21026,7167,513,6,269,450,5340,1434,128,0,36,83,44002,13.86154385,100.7177837
55,10/31/2023,หน้าบิ๊กซีหนองจอก,เลียบวารี,2444,1627,14,4,23,1,8003,6748,58,14,451,8,2328,1700,79,4,83,0,23589,13.85575043,100.8544779
56,10/31/2023,ปากซอยเลียบวารี 11,เลียบวารี,2718,1485,31,8,76,0,7460,5411,84,9,503,7,2202,1307,92,5,65,0,21463,13.85538421,100.847078
57,10/31/2023,ปากซอยเลียบวารี 55,เลียบวารี,1738,1145,29,2,37,1,5729,3371,89,11,218,6,1705,764,86,4,48,0,14983,13.85307027,100.8220143
1,9/1/2023,ไฟฉาย,จรัญสนิทวงศ์,5703,1195,119,0,35,87,21563,6961,401,1,281,251,5455,1832,76,0,31,55,44046,13.754797,100.469489
2,9/1/2023,ไฟฉาย,พรานนก - กาญจนาภิเษก,3255,823,36,3,4,10,9383,2915,130,19,105,56,2639,796,26,7,13,16,20236,13.754797,100.469489
3,9/1/2023,ไฟฉาย,พรานนก,2461,770,33,2,9,33,8528,3171,149,10,87,157,2089,697,43,3,7,44,18293,13.754797,100.469489
4,9/4/2023,ชักพระ ,ชัยพฤกษ์,1138,403,20,0,5,11,5928,1734,32,0,47,37,1753,514,9,0,7,14,11652,13.781519,100.464786
5,9/4/2023,ชักพระ ,ชักพระ,339,111,40,0,5,4,1249,453,112,0,27,18,336,136,20,0,2,3,2855,13.781519,100.464786
6,9/5/2023,เลียบทางรถไฟสายใต้ - ฉิมพลี,ฉิมพลี,1266,466,29,0,10,9,3197,1412,137,0,54,28,987,425,29,0,8,3,8060,13.779394,100.452021
7,9/5/2023,เลียบทางรถไฟสายใต้ - ฉิมพลี,เลียบทางรถไฟสายใต้,1592,441,2,2,17,5,4290,1679,5,0,153,18,1349,454,2,0,14,2,10025,13.779394,100.452021
8,9/6/2023,โพธิ์สามต้น,อิสรภาพ,2583,584,46,0,13,208,6522,2051,202,0,95,802,1956,623,54,0,10,180,15929,13.740439,100.483894
9,9/6/2023,โพธิ์สามต้น,วังเดิม,565,108,19,0,6,32,2223,605,74,0,78,108,617,125,23,0,6,32,4621,13.740439,100.483894
10,9/7/2023,อรุณอมรินทร์ - วังเดิม,อรุณอมรินทร์,2067,420,39,0,10,67,7247,1855,120,0,56,305,1840,493,25,0,6,50,14600,13.742167,100.487561
11,9/7/2023,อรุณอมรินทร์ - วังเดิม,วังเดิม,929,208,21,0,10,42,3313,859,47,1,32,151,658,215,11,0,1,41,6539,13.742167,100.487561
12,9/8/2023,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์,526,187,3,0,6,0,1569,888,10,0,53,2,767,266,0,1,3,2,4283,13.791657,100.463482
13,9/8/2023,สวนผัก - ชัยพฤกษ์,สวนผัก,296,170,0,0,2,1,1194,619,6,0,14,6,288,147,0,0,1,2,2746,13.791657,100.463482
14,9/8/2023,สวนผัก - ชัยพฤกษ์,ชัยพฤกษ์ 18,14,9,0,0,0,0,35,21,0,0,1,0,10,8,0,0,0,0,98,13.791657,100.463482
15,9/11/2023,เพชรเกษม 69,เพชรเกษม 69,1529,508,17,0,29,9,6066,2320,53,0,186,22,1559,667,15,0,23,7,13010,13.708045,100.373836
16,9/11/2023,เพชรเกษม 69,เพชรเกษม 102/4,24,12,0,0,2,0,56,52,0,0,6,0,20,10,0,0,2,0,184,13.708045,100.373836
17,9/11/2023,เพชรเกษม 69,เพขรเกษม,6833,2215,170,0,283,7,21026,13977,797,0,2675,30,5860,2983,220,0,288,11,57375,13.708045,100.373836
18,9/12/2023,สุขุมวิท 42,สุขุมวิท 42,1400,397,32,7,21,6,5094,1847,120,17,255,53,1109,435,28,2,20,7,10850,13.719548,100.585058
19,9/12/2023,สุขุมวิท 42,สุขุมวิท,4169,1290,155,10,28,36,12984,5356,573,69,358,43,3571,1400,151,15,37,11,30256,13.719548,100.585058
20,9/13/2023,นิมิตใหม่ 4 - 6,นิมิตใหม่,4425,2060,5,4,617,0,11950,7385,18,13,4744,0,3126,1772,3,3,777,0,36902,13.82471,100.740375
21,9/13/2023,หทัยราษฎร์ - สุวินทวงศ์,หทัยราษฎร์,1834,841,5,0,7,1,3550,2621,7,0,323,4,830,710,2,0,75,1,10811,13.816697,100.722187
22,9/13/2023,หทัยราษฎร์ - สุวินทวงศ์,สุวินทวงศ์,7817,3831,104,4,107,12,30031,19601,333,18,2748,68,7807,4855,112,6,569,14,78037,13.816697,100.722187
23,9/14/2023,ทางข้ามโรงเรียนบางบัว,พหลโยธิน,8184,1514,186,0,82,13,23166,6635,716,0,680,41,6048,1365,155,0,69,11,48865,13.857289,100.585521
24,9/14/2023,ทางข้ามโรงเรียนบางบัว,เลียบคลองบางเขน,800,145,0,0,1,3,2747,1205,0,0,131,5,553,214,0,0,5,1,5810,13.857289,100.585521
25,9/14/2023,เสนานิคม 1 ซอย 8,เสนานิคม 1 ซอย 8,286,41,0,0,0,3,496,141,0,0,3,2,252,95,0,0,0,0,1319,13.833875,100.575606
26,9/14/2023,เสนานิคม 1 ซอย 8,เสนานิคม 1,2510,537,0,0,18,322,7275,2065,12,0,78,775,1938,455,0,0,6,176,16167,13.833875,100.575606
27,9/15/2023,อุรุพงษ์,พระรามที่ 6,5093,1025,9,0,24,92,20820,7800,118,4,307,649,4985,1842,30,1,55,112,42966,13.756144,100.523478
28,9/15/2023,อุรุพงษ์,เพชรบุรี,5496,962,173,3,34,94,17703,4759,689,9,208,525,4576,1081,179,2,9,105,36607,13.756144,100.523478
29,9/18/2023,ปากซอยลาดพร้าว 15,ลาดพร้าว 15,302,79,0,0,1,2,1080,418,0,0,9,11,173,64,0,0,1,4,2144,13.807908,100.570489
30,9/18/2023,ปากซอยลาดพร้าว 15,ลาดพร้าว ,5104,756,143,0,12,13,21416,5304,698,5,82,73,5398,1465,194,1,11,16,40691,13.807908,100.570489
31,9/19/2023,ทางข้าม รร.ผ่องพลอยอนุสรณ์,ลาซาล 55,1970,465,4,2,9,1,4325,2242,7,5,90,10,1362,425,2,1,11,2,10933,13.661233,100.630128
32,9/19/2023,ผ่องพลอย,ลาซาล 46,55,15,0,0,1,0,127,65,0,0,4,3,34,18,0,0,0,1,323,13.659475,100.629804
33,9/19/2023,ผ่องพลอย,ลาซาล 55,881,243,0,0,5,3,2103,788,0,0,23,3,663,185,0,0,1,0,4898,13.659475,100.629804
34,9/19/2023,ผ่องพลอย,ลาซาล,2970,668,4,2,29,14,9816,3023,21,6,122,21,2622,920,7,4,14,7,20270,13.659475,100.629804
35,9/20/2023,พุทธมณฑลสาย 2,เพชรเกษม 55,65,18,0,0,1,2,223,88,0,0,4,2,55,18,0,0,0,1,477,13.709774,100.39589
36,9/20/2023,พุทธมณฑลสาย 2,พุทธมณฑลสาย 2,1181,335,47,0,21,2,5690,1732,220,0,297,22,1367,372,33,0,17,6,11342,13.709774,100.39589
37,9/20/2023,พุทธมณฑลสาย 2,เพชรเกษม,10035,3649,218,0,424,64,29387,16782,841,0,3310,215,7150,3701,153,0,500,50,76479,13.709774,100.39589
38,9/20/2023,หน้าสวนอาหารปีกไม้,พุทธมณฑลสาย 2,2410,851,77,0,26,7,9108,4132,305,0,449,54,2433,943,66,0,43,12,20916,13.713806,100.395892
39,9/21/2023,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ 10,177,60,0,0,1,14,861,325,0,0,2,63,126,106,0,0,1,18,1754,13.721683,100.468294
40,9/21/2023,หน้าเซเว่นหน้าวัดปากน้ำ,รัชมงคลประสาธน์ ,221,74,0,0,1,6,669,230,0,0,4,58,169,43,0,0,1,12,1488,13.721683,100.468294
41,9/21/2023,วัดนาคปรก,รัชมงคลประสาธน์,288,123,6,0,13,17,1004,413,32,3,45,62,267,114,10,0,3,14,2414,13.718794,100.466819
42,9/21/2023,วัดนาคปรก,เทอดไท,909,254,19,1,4,13,2355,849,51,3,39,27,776,263,19,1,5,11,5599,13.718794,100.466819
43,9/22/2023,ทางข้ามหน้าทำเนียบรัฐบาล,พิษณุโลก,2615,690,73,0,8,22,8613,2187,248,0,19,50,2579,673,56,0,2,13,17848,13.76415649,100.512434
44,9/22/2023,ปากซอยนครสวรรค์ 3,นครสวรรค์,3881,934,28,1,10,24,13033,4664,152,4,101,123,3779,1770,32,1,34,35,28606,13.75902625,100.510828
45,9/25/2023,ตลาดวงศกร,ทางเข้าออกตลาดวงศกร,258,129,0,0,2,0,790,393,0,0,3,2,82,57,0,0,0,0,1716,13.921462,100.683786
46,9/25/2023,ตลาดวงศกร,เฉลิมพงษ์,689,444,0,0,21,0,2559,1401,0,0,51,1,699,326,0,0,3,0,6194,13.921462,100.683786
47,9/25/2023,ตลาดวงศกร,สายไหม,2220,792,5,4,50,4,7072,4010,31,13,603,18,1812,836,8,2,30,3,17513,13.921462,100.683786
48,9/26/2023,ผ่านภิภพลีลา,ราชดำเนินใน,909,306,94,21,14,28,7820,2697,565,84,128,401,1744,512,103,15,18,55,15514,13.757028,100.494786
49,9/26/2023,ผ่านภิภพลีลา,สมเด็จพระปิ่นเกล้า,8188,1564,161,13,26,65,18125,6257,698,17,338,421,3721,1426,162,2,20,85,41289,13.757028,100.494786
50,9/26/2023,ผ่านภิภพลีลา,ราชดำเนินกลาง,2487,681,228,0,81,108,16394,5885,916,3,413,916,3923,1276,184,0,8,146,33649,13.757028,100.494786
51,9/26/2023,ผ่านภิภพลีลา,จักรพงษ์,414,154,72,0,6,52,1776,598,306,0,45,197,478,103,66,0,3,29,4299,13.757028,100.494786
52,9/27/2023,จักรพรรดิพงษ์,นครสวรรค์,3040,538,7,0,18,16,8364,2268,36,0,78,227,1628,450,19,1,4,56,16750,13.758253,100.509514
53,9/27/2023,จักรพรรดิพงษ์,จักรพรรดิพงษ์,3969,854,15,0,11,61,13161,3820,56,0,143,228,2355,667,6,0,4,39,25389,13.758253,100.509514
54,9/28/2023,ด่วนกำแพงเพชร,เจษฎา,330,111,35,0,4,5,971,360,112,0,8,9,234,128,28,0,1,1,2337,13.797831,100.541208
55,9/28/2023,ด่วนกำแพงเพชร,กำแพงเพชร,8015,1643,91,5,58,44,27282,6964,301,29,244,229,6828,1620,95,3,13,46,53510,13.797831,100.541208
56,9/29/2023,เฉลิมบุรี,ทรงสวัสดิ์,224,146,0,0,14,64,1853,1427,0,0,45,458,539,343,0,0,10,212,5335,13.739439,100.511464
57,9/29/2023,เฉลิมบุรี,เยาวราช,1617,357,73,13,4,74,7835,2081,231,92,39,523,1830,492,84,45,16,283,15689,13.739439,100.511464
58,9/29/2023,แปลงนาม,แปลงนาม,77,32,0,0,4,23,886,313,0,0,17,83,60,30,0,0,0,12,1537,13.741861,100.510444
59,9/29/2023,แปลงนาม,พลับพลาไชย,125,28,0,2,5,39,1072,345,0,3,14,259,123,79,0,0,0,18,2112,13.741861,100.510444
60,9/29/2023,แปลงนาม,เจริญกรุง,2039,380,47,18,6,65,9242,2469,338,48,31,416,2191,543,81,17,5,54,17990,13.741861,100.510444
